2018-05-08 18:06:02,25,3554
2018-05-08 18:07:02,25,3554
2018-05-08 18:08:02,25,3554
2018-05-08 18:09:03,25,3554
2018-05-08 18:10:03,25,3554
2018-05-08 18:11:02,25,3554
2018-05-08 18:12:03,25,3554
2018-05-08 18:13:03,25,3554
2018-05-08 18:14:02,25,3554
2018-05-08 18:15:03,25,3554
2018-05-08 18:16:03,25,3554
2018-05-08 18:17:03,25,3554
2018-05-08 18:18:02,25,3554
2018-05-08 18:21:03,25,3554
2018-05-08 18:24:02,25,3554
2018-05-08 18:26:03,25,3554
2018-05-08 18:27:02,25,3554
2018-05-08 18:28:03,25,3554
2018-05-08 18:29:03,25,3554
2018-05-08 18:30:03,25,3554
2018-05-08 18:31:02,25,3554
2018-05-08 18:32:03,25,3554
2018-05-08 18:33:03,25,3554
2018-05-08 18:34:03,25,3554
2018-05-08 18:35:02,25,3554
2018-05-08 18:36:03,25,3554
2018-05-08 18:37:03,25,3554
2018-05-08 18:38:03,25,3554
2018-05-08 18:39:02,25,3554
2018-05-08 18:40:03,25,3554
2018-05-08 18:41:03,25,3554
2018-05-08 18:42:03,25,3554
2018-05-08 18:43:02,25,3554
2018-05-08 18:44:03,25,3554
2018-05-08 18:45:03,25,3554
2018-05-08 18:46:02,25,3554
2018-05-08 18:47:03,25,3554
2018-05-08 18:48:03,25,3554
2018-05-08 18:49:02,25,3554
2018-05-08 18:50:03,25,3554
2018-05-08 18:51:02,25,3554
2018-05-08 18:52:02,25,3554
2018-05-08 18:53:03,25,3554
2018-05-08 18:54:03,25,3554
2018-05-08 18:55:03,25,3554
2018-05-08 18:56:02,25,3554
2018-05-08 18:57:03,25,3554
2018-05-08 18:58:09,25,3554
2018-05-08 18:59:02,25,3554
2018-05-09 00:00:02,25,3554
2018-05-09 00:01:03,25,3554
2018-05-09 00:02:03,25,3554
2018-05-09 00:03:02,25,3554
2018-05-09 00:04:03,25,3554
2018-05-09 00:05:03,25,3554
2018-05-09 00:06:02,25,3554
2018-05-09 00:07:03,25,3554
2018-05-09 00:08:02,25,3554
2018-05-09 00:09:03,25,3554
2018-05-09 00:10:02,25,3554
2018-05-09 00:11:03,25,3554
2018-05-09 00:12:02,25,3554
2018-05-09 00:13:02,25,3554
2018-05-09 00:14:03,25,3554
2018-05-09 00:15:02,25,3554
2018-05-09 00:16:03,25,3554
2018-05-09 00:17:03,25,3554
2018-05-09 00:18:03,25,3554
2018-05-09 00:19:02,25,3554
2018-05-09 00:20:03,25,3554
2018-05-09 00:21:03,25,3554
2018-05-09 12:00:02,25,3554
2018-05-09 12:01:03,25,3554
2018-05-09 12:11:02,25,3554
2018-05-09 12:12:03,25,3554
2018-05-09 12:13:03,25,3554
2018-05-09 12:14:02,25,3554
2018-05-09 12:15:03,25,3554
2018-05-09 12:16:03,25,3554
2018-05-09 12:17:02,25,3554
2018-05-09 12:18:03,25,3554
2018-05-09 12:19:03,25,3554
2018-05-09 12:20:02,25,3554
2018-05-09 12:21:02,25,3554
2018-05-09 12:22:03,25,3554
2018-05-09 12:23:03,25,3554
2018-05-09 12:24:02,25,3554
2018-05-09 12:25:07,25,3554
2018-05-09 12:26:02,25,3554
2018-05-09 12:27:03,25,3554
2018-05-09 12:28:03,25,3554
2018-05-09 12:29:02,25,3554
2018-05-09 12:30:03,25,3554
2018-05-09 12:31:03,25,3554
2018-05-09 12:32:03,25,3554
2018-05-09 12:33:02,25,3554
2018-05-09 12:34:06,25,3554
2018-05-09 12:35:03,25,3554
2018-05-09 12:36:03,25,3554
2018-05-09 12:37:02,25,3554
2018-05-09 12:38:03,25,3554
2018-05-09 12:39:02,25,3554
2018-05-09 12:40:02,25,3554
2018-05-09 12:41:02,25,3554
2018-05-09 12:42:02,25,3554
2018-05-09 12:43:02,25,3554
2018-05-09 12:44:03,25,3554
2018-05-10 00:00:04,25,3596
2018-05-10 18:00:03,25,3663
2018-05-11 00:00:03,25,3663
2018-05-11 12:00:03,25,3663
2018-05-12 00:00:03,25,3709
2018-05-12 12:00:03,25,3709
2018-05-12 18:00:03,25,3767
2018-05-13 00:00:03,25,3767
2018-05-13 12:00:05,25,3767
2018-05-13 18:01:02,25,
2018-05-14 00:00:03,25,3767
2018-05-14 12:00:03,25,3798
2018-05-15 00:00:02,25,3829
2018-05-15 12:00:02,25,3829
2018-05-15 18:00:03,25,3843
2018-05-16 00:00:03,25,3857
2018-05-16 12:00:03,25,3857
2018-05-16 18:00:02,25,3882
2018-05-17 00:00:02,25,3882
2018-05-17 12:00:04,25,3882
2018-05-18 00:00:03,25,3899
2018-05-18 12:00:02,25,3899
2018-05-18 18:00:04,25,3921
2018-05-19 00:00:02,25,3921
2018-05-19 12:00:02,25,3921
2018-05-19 18:00:03,25,3947
